;AAPL UW Equity;AXP UN Equity;BA UN Equity;CAT UN Equity;CSCO UW Equity;CVX UN Equity;DIS UN Equity;DWDP UN Equity;GE UN Equity;GS UN Equity;HD UN Equity;IBM UN Equity;INTC UW Equity;JNJ UN Equity;JPM UN Equity;KO UN Equity;MCD UN Equity;MMM UN Equity;MRK UN Equity;MSFT UW Equity;NKE UN Equity;PFE UN Equity;PG UN Equity;TRV UN Equity;UNH UN Equity;UTX UN Equity;V UN Equity;VZ UN Equity;WMT UN Equity;XOM UN Equity;INDU Index
25/11/2010;44.9886;43;65.41;84.69;19.45;82.93;36.87;31.67;15.94;160.26;31.16;145.81;21.38;63.29;38.16;32.305;79.48;84.66;35.15;25.38;21.6325;16.69;62.6;55.11;36.18;76.09;18.955;32.35;54.01;69.88;11187.28
26/11/2010;45.1086;42.41;64.91;84.13;19.54;82.11;36.7;31.29;15.83;158.22;31;144.11;21.33;62.43;37.59;32.095;78.81;84.4;34.86;25.34;21.49;16.57;62.13;54.37;35.88;75.28;18.87;32.27;53.74;69.27;11092
29/11/2010;45.2671;43.33;64.36;83.67;19.44;81.69;36.42;31.28;15.97;159.28;30.69;142.89;21.33;61.91;37.91;31.695;78.26;84.22;34.69;25.31;21.29;16.56;62.13;54.18;36.59;74.8;18.5475;31.9;53.85;69.45;11052.49
30/11/2010;44.45;43.22;63.77;84.6;19.16;80.97;36.51;31.18;15.83;156.14;30.21;141.46;21.12;61.55;37.38;31.585;78.3;83.98;34.47;25.21;21.5325;16.29;61.07;53.99;36.52;75.27;18.4625;32.01;54.09;69.56;11006.02
01/12/2010;45.2;44.3;65.72;87.45;19.32;82.7;37.12;32.42;16.3;158.45;31.61;144.41;21.48;62.42;38.15;32.35;79.29;86.05;35.06;26.05;21.91;16.72;62.15;54.89;37.67;78.26;18.805;32.35;54.7;71.33;11255.78
02/12/2010;45.45;44.98;66.59;88.62;19.22;84.5;37.34;33.24;16.68;162.5;33.36;145.18;21.7;62.6;39.31;32.45;79.38;86.51;35.22;26.9;21.9575;16.69;62.36;55.11;38.05;78.7;19.25;32.74;54.75;71.48;11362.41
03/12/2010;45.3571;44.88;66.54;89.38;19.07;84.89;37.59;33.36;16.78;162.31;33.48;145.38;21.7;62.56;39.61;32.25;79.76;86.94;35.3;27.02;21.8825;16.73;62.33;54.86;37.82;78.74;19.3375;32.9;54.62;71.19;11382.09
06/12/2010;45.7386;45;66.59;89.2;19.41;84.95;37.56;33.53;16.7;162.65;33.34;145;21.7;62.2;39.88;31.995;79.58;86.88;35.25;26.84;21.9325;16.8;62.06;55.02;37.29;78.41;19.5775;32.89;54.47;71.31;11362.19
07/12/2010;45.4586;44.78;66.23;90.35;19.39;86.3;37.33;33.76;17.03;161.59;33.55;144.02;21.58;62.31;39.25;32.07;80.34;84.19;35.37;26.87;21.7975;16.77;62.15;54.84;36.77;78.54;19.22;32.95;55.09;71.46;11359.16
08/12/2010;45.8586;45.63;65.18;89.62;19.35;86.14;36.97;33.56;17.04;166.14;34.03;144.98;21.82;62.45;40.26;32.195;78.74;84.68;35.4;27.2;21.83;16.72;62.63;55.06;36.84;77.69;19.485;32.98;54.49;71.85;11372.48
09/12/2010;45.7;45.81;64.61;89.67;19.7;86.65;36.74;33.95;17.13;166.45;34.32;144.3;21.8;62.06;40.81;32.415;77.61;84.11;35.67;27.1;21.8675;16.76;62.87;54.63;36.65;77.63;19.78;33.56;54.34;72.01;11370.06
10/12/2010;45.7929;46.26;64.16;89.94;19.71;87.03;36.66;34.07;17.72;168.47;34.4;144.82;21.91;61.91;41.43;32.325;77.56;84.32;35.99;27.34;21.95;17.02;63.2;54.78;36.67;78.4;20.05;34.04;54.28;72.18;11410.32
13/12/2010;45.9529;46.37;63.79;91.63;19.57;88.37;37.13;34.08;17.62;169.48;34.56;144.28;21.5;61.86;41.51;32.425;77.11;85.3;36.1;27.23;22.3075;17.19;63.19;55.29;36.9;78.15;20.2225;34.11;54.21;72.36;11428.56
14/12/2010;45.7557;46.2;64.49;92.09;19.54;88.38;37.24;34.06;17.69;167.33;34.72;145.82;21.47;62.77;40.79;31.95;77.11;85.84;36.55;27.63;22.32;17.11;63.55;55.34;36.5;78.85;20.16;34.67;54.46;72.18;11476.54
15/12/2010;45.7657;46.12;64.24;93.12;19.47;88.01;36.95;33.84;17.49;165.21;34.79;144.72;21.28;62.57;40.21;32.37;76.98;85.81;36.66;27.85;22.145;17.08;63.64;55.15;35.45;78.95;19.235;34.63;54.23;71.85;11457.47
16/12/2010;45.8586;44.57;64.4;93.2;19.74;89.06;37.01;34.35;17.77;164.46;35.12;144.56;21.29;62.4;40.02;32.67;76.71;86.4;36.84;27.97;22.3075;17.22;64.5;55.36;35.61;79.02;16.7975;34.76;54.63;72.25;11499.25
17/12/2010;45.8014;44.01;65.03;92.59;19.5;88.49;37.05;33.95;17.7;164.04;35.1;145;21.46;62.54;39.67;32.85;76.81;86.37;36.48;27.79;22.5125;17.03;64.81;55.18;35.05;78.8;16.725;34.64;54.41;72.17;11491.91
20/12/2010;46.03;42.5;63.27;93.3;19.62;88.8;37.06;33.84;17.7;166.05;35.2;144.51;21.24;62.49;39.95;32.655;76.92;87.34;36.5;27.81;22.5675;17.17;64.97;55.45;35.18;78.9;16.9975;34.74;53.77;72.22;11478.13
21/12/2010;46.315;43.23;64.19;94.63;19.53;89.23;37.33;34.08;17.9;168.23;35.08;145.74;21.1;62.34;41;32.745;76.86;86.53;36.18;28.07;23.075;17.38;64.87;55.87;35.33;79.35;17.0125;34.94;53.65;72.72;11533.16
22/12/2010;46.4514;42.81;64.61;94.57;19.56;89.89;37.95;34.37;18.06;169.6;35.18;145.95;20.89;62.02;42.16;32.795;77.01;86.72;36.22;28.18;21.7375;17.56;64.95;55.85;35.84;79.52;17.1375;35.18;53.31;72.8;11559.49
23/12/2010;46.2286;42.77;65.06;94.45;19.69;90.68;37.7;34.41;18.04;167.6;35.09;145.89;20.84;62.25;42.08;32.79;76.96;86.47;36.29;28.3;21.5125;17.61;65.24;55.48;35.77;79.5;17.1825;35.44;53.6;73.2;11573.49
24/12/2010;46.2286;42.77;65.06;94.45;19.69;90.68;37.7;34.41;18.04;167.6;35.09;145.89;20.84;62.25;42.08;32.79;76.96;86.47;36.29;28.3;21.5125;17.61;65.24;55.48;35.77;79.5;17.1825;35.44;53.6;73.2;11573.49
27/12/2010;46.3829;43.05;64.75;94.07;20.16;90.12;37.48;34.33;18.19;169.83;35.24;145.34;20.84;61.93;42.67;32.535;76.43;87.01;36.23;28.07;21.4575;17.49;64.67;55.79;35.54;79.27;17.7025;35.5;53.57;73.01;11555.03
28/12/2010;46.4957;42.79;64.86;93.69;20.35;91.19;37.36;34.38;18.32;169.19;35.09;145.71;20.88;62.05;42.61;32.68;76.43;86.74;36.2;28.01;21.5825;17.59;64.76;55.66;35.72;79.29;17.6825;35.62;53.74;73.42;11575.54
29/12/2010;46.47;42.86;65.05;93.78;20.25;91.37;37.6;34.23;18.27;167.63;34.89;146.52;20.94;62.13;42.36;32.725;76.99;86.76;36.21;27.97;21.3175;17.6;64.4;55.59;35.91;79.1;17.65;35.58;54.08;73.37;11585.38
30/12/2010;46.2371;42.51;65.01;93.87;20.23;91.6;37.48;34.25;18.19;167.64;34.86;146.67;21.02;61.94;42.23;32.75;76.76;86.54;36.01;27.85;21.44;17.49;64.28;55.54;35.94;78.85;17.5725;35.56;54.07;73.36;11569.71
31/12/2010;46.08;42.92;65.26;93.66;20.23;91.25;37.51;34.14;18.29;168.16;35.06;146.76;21.03;61.85;42.42;32.885;76.76;86.3;36.04;27.92;21.355;17.51;64.33;55.71;36.11;78.72;17.595;35.78;53.93;73.12;11577.51
03/01/2011;47.1043;43.4;66.4;94.15;20.49;91.94;37.82;34.98;18.28;173.05;35.31;147.48;20.85;62.82;43.58;32.61;76.6;86.79;36.04;27.98;21.5225;17.68;64.77;55.82;37.13;78.99;17.63;36.43;54.56;74.55;11670.75
04/01/2011;47.3271;43.95;66.94;93.71;20.53;91.6;38.99;34.74;18.61;173.08;34.67;147.64;21.14;63.35;44.16;31.935;74.31;86.67;36.35;28.04;20.9925;17.99;64.95;55.57;37.47;79.12;17.65;37.16;54.77;74.9;11691.18
05/01/2011;47.7143;45.04;67.48;94.52;20.77;91.44;39.96;34.68;18.64;174;34.56;147.05;20.94;63.31;44.7;31.745;74.66;86.67;36.56;28;21.13;18.11;64.8;55.24;37.59;79.23;18.0225;37.67;54.41;74.7;11722.89
06/01/2011;47.6829;44.73;68.8;93.54;20.95;90.69;39.65;35.34;18.56;172.21;34.42;148.66;20.77;63.21;44.48;31.515;74.21;86.14;37.06;28.8;20.94;18.18;64.69;54.39;38.37;79.15;18.2925;36.23;53.96;75.18;11697.31
07/01/2011;48.0171;44.36;69.38;93.73;20.97;91.19;39.45;34.93;18.43;170.69;34.38;147.93;20.66;62.6;43.64;31.46;74.37;86.23;37.35;28.58;20.8825;18.34;64.5;53.33;38.45;79.08;18.24;35.93;54.08;75.59;11674.76
10/01/2011;48.8929;44.46;69.09;93.39;20.78;90.41;39.5;35.5;18.51;169.76;34.39;147.64;20.69;62.16;43.4;31.53;73.56;87.15;37.2;28.21;21.0425;18.25;64.36;53.85;38.45;78.46;17.9525;35.92;53.73;75.15;11637.45
11/01/2011;48.8057;45.04;68.96;93.95;20.88;91.83;39.4;35.49;18.63;169.36;34.86;147.28;21.05;62.27;43.6;31.345;73.9;87.74;36.95;28.13;21.005;18.22;64.04;53.9;39.08;78.92;17.97;35.36;54.29;75.69;11671.88
12/01/2011;49.2029;45;70.15;93.49;21.1;92.45;39.17;35.85;18.67;171.67;34.83;149.1;21.3;62.5;44.71;31.52;73.61;88.66;37.15;28.54;20.9325;18.37;64.97;54.59;38.86;79.43;18.1525;35.47;54.85;76.58;11755.44
13/01/2011;49.3829;45.06;69.83;94.14;21.08;92.18;39.26;35.65;18.6;171.57;35.27;148.82;21.29;62.91;44.45;31.7;72.67;88.04;34.69;28.19;20.64;18.22;65.48;54.67;39.6;79.5;17.785;35.8;54.79;76.71;11731.9
14/01/2011;49.7829;46.25;70.07;94.01;21.21;92.83;39.29;35.93;18.82;175;35.89;150;21.08;62.55;44.91;31.565;74.06;88.1;34.23;28.3;21.0175;18.34;65.53;54.63;40.77;79.08;17.78;35.46;54.81;77.84;11787.38
17/01/2011;49.7829;46.25;70.07;94.01;21.21;92.83;39.29;35.93;18.82;175;35.89;150;21.08;62.55;44.91;31.565;74.06;88.1;34.23;28.3;21.0175;18.34;65.53;54.63;40.77;79.08;17.78;35.46;54.81;77.84;11787.38
18/01/2011;48.7229;46.37;72.47;96.23;21.23;93.35;39.39;35.99;18.62;174.68;36.02;150.65;21.09;62.1;44.75;31.74;74.68;88.14;33.87;28.66;21.015;18.39;65.49;54.67;40.88;79.57;17.8025;34.36;55.14;78.72;11837.93
19/01/2011;48.4057;45.24;71.73;95.54;20.82;92.97;39.09;35.17;18.33;166.49;35.63;155.69;21.01;62.56;43.71;31.71;75.35;87.96;33.91;28.47;20.915;18.32;65.35;54.45;40.56;79.91;17.28;34.6;55.03;78.24;11825.29
20/01/2011;47.55;45.27;71.12;93.61;20.76;92.71;39.17;34.29;18.43;165.69;36.49;155.8;20.95;62.86;44.75;31.465;75.16;88.04;34.05;28.36;20.7675;18.24;65.8;54.88;40.31;79.55;17.6725;34.61;55.99;77.75;11822.8
21/01/2011;46.6743;46;71.68;92.75;20.74;93.78;39.74;34.49;19.74;166.2;36.51;155.5;20.82;62.66;45.29;31.38;75.01;89.29;33.9;28.02;20.575;18.36;65.91;55;40.41;80.2;17.5375;34.95;55.73;78.98;11871.84
24/01/2011;48.2071;45.79;72.73;94.57;21.17;94.1;39.94;34.99;20.04;166.3;36.65;159.63;21.24;62.22;45.02;31.625;75.38;90.32;33.8;28.38;20.665;18.45;66.58;55.62;39.81;81.52;17.9475;35.24;56.05;78.59;11980.52
25/01/2011;48.7714;44.8;72.24;94.39;21.54;94.08;39.86;35.28;19.98;161.98;37.16;161.44;21.56;61.08;44.87;31.48;75.48;88.5;33.36;28.45;20.72;18.47;66.7;56.23;40.62;81.73;17.895;35.79;57.26;78.68;11977.19
26/01/2011;49.1286;44.46;70.02;95.75;21.38;94.64;39.44;35.31;19.92;161.3;37.42;161.04;21.75;60.6;44.98;31.48;75.17;89.57;33.2;28.75;21;18.36;66.11;56.2;40.25;81.41;17.75;36.4;57.32;79.66;11985.44
27/01/2011;49.0357;44.54;70.56;96.63;21.45;94.75;39.46;35.57;20.28;164.03;37.98;161.07;21.75;60.68;45.1;31.35;74.35;89.19;33.25;28.83;20.6925;18.48;64.18;56.63;42.29;82.59;17.65;36.49;57.57;79.88;11989.83
28/01/2011;48.0071;43.86;69.23;95.68;20.93;93.37;38.85;35.06;20.2;161.77;36.7;159.21;21.46;60.01;44.54;31.105;73.28;87.44;33.07;27.76;20.365;18.15;64.2;55.81;40.93;81.43;17.365;35.63;56.7;78.99;11823.7
31/01/2011;48.4743;43.38;69.48;97.01;21.15;94.93;38.87;35.48;20.14;163.62;36.77;162;21.46;59.77;44.94;31.425;73.67;87.92;33.17;27.725;20.62;18.22;63.13;56.26;41.05;81.3;17.4625;35.62;56.07;80.68;11891.93
01/02/2011;49.29;43.6;70.29;98.01;21.49;96.22;39.88;36.36;20.8;165.33;36.99;163.56;21.5;60.63;45.93;31.525;73.47;87.79;34;28.01;20.8875;19.22;62.92;56.81;42.07;81.83;17.675;36.27;56.33;83.91;12040.16
02/02/2011;49.1886;43.72;71;99.09;21.63;96.48;40.49;36.64;20.71;165.05;36.56;163.3;21.57;60.62;45.45;31.43;73.64;87.75;33.82;27.95;20.9775;18.96;62.79;56.71;41.95;82.16;18.0225;36.16;55.86;83.41;12041.97
03/02/2011;49.0629;43.53;70.98;98.93;21.91;97.31;40.5;36.74;20.75;164.64;36.7;163.53;21.57;60.8;45.46;31.285;73.83;87.95;32.9;27.65;20.95;19.17;62.9;57.25;43.04;82.22;17.9075;36.38;55.92;83.44;12062.26
04/02/2011;49.5;43.82;71.38;99.59;22.06;97.11;40.71;37.01;20.56;164.83;36.8;164;21.68;60.84;44.61;31.28;74.05;88.29;32.89;27.77;21.435;19.3;63.61;57.41;42.49;82.52;18.225;36.31;56.03;83.28;12092.15
07/02/2011;50.2686;44.82;71.93;100.47;22.05;97.66;40.94;37.62;20.87;167.13;36.6;164.82;21.69;60.87;45.5;31.26;73.45;88.79;33;28.19;21.625;19.04;64.55;57.18;41.81;83.66;18.4825;36.02;56.07;83.93;12161.63
08/02/2011;50.7429;45.88;72.71;100.61;21.99;97.74;41.18;37.94;21.28;168.55;37.16;166.05;21.65;60.94;45.74;31.435;75.36;89.47;33.27;28.3;21.6775;19.16;64.64;57.88;41.97;83.88;18.6425;36.34;56.38;82.98;12233.15
09/02/2011;51.1657;45.72;72.63;99.79;22.04;96.24;43.36;37.46;21.31;166.01;37.17;164.65;21.46;60.88;45.11;31.575;75.93;90.78;33.09;27.97;21.8125;19.05;64.39;58.81;42.07;83.98;18.32;36.68;56.73;82.55;12239.89
10/02/2011;50.6486;46.57;72.66;100.6;18.92;96.7;43.31;38.13;21.27;165.34;37.31;164.09;21.8;60.93;45.53;31.77;75.76;90.46;33.04;27.5;21.6975;19.03;64.58;58.46;42.43;84.75;18.685;36.42;55.59;83.2;12229.29
11/02/2011;50.9786;46.75;72.14;103.54;18.71;96.45;43.41;38.38;21.33;166.66;37.48;163.85;21.76;60.7;46.57;31.785;76.14;91.8;33.07;27.27;21.5525;18.81;64.73;58.99;42.38;85.2;18.7325;36.39;55.69;82.82;12273.26
14/02/2011;51.3114;46.52;72.26;103.26;18.81;96.95;43.24;38.49;21.5;167.52;37.58;163.22;21.57;60.7;46.54;31.57;76.24;91.9;32.82;27.23;21.4425;19.05;64.54;58.84;42.46;85.21;18.935;35.9;54.8;84.91;12268.19
15/02/2011;51.42;46.19;71.4;103;18.67;96.34;43.09;37.96;21.46;167.91;37.69;162.84;21.45;60.62;46.82;31.61;76.15;92;32.79;26.96;21.3875;19.05;63.92;59.35;42.03;84.93;18.9025;36.46;54.95;82.97;12226.64
16/02/2011;51.8757;46.86;72.48;103.55;18.58;96.66;43.7;38.3;21.44;168.81;37.86;163.4;21.75;60.52;47.94;31.7;76.02;92.33;32.96;27.02;21.4375;19.28;63.76;59.46;42.5;85.06;18.99;36.17;54.55;83.69;12288.17
17/02/2011;51.1857;45.78;72.24;103.36;18.68;97.17;43.7;38.76;21.52;167.16;38.18;164.24;21.97;60.79;47.82;32.275;75.98;92.73;33.1;27.21;21.51;19.37;64;59.78;42.59;84.54;19.035;36.37;54.75;83.88;12318.14
18/02/2011;50.08;45.53;73.04;105.86;18.85;98.72;43.56;38.54;21.44;168.04;38.49;164.84;22.14;61.11;48;32.275;76.13;92.96;32.85;27.1;22.205;19.19;64.3;60.92;42.84;85.01;18.9575;36.62;55.38;84.5;12391.25
21/02/2011;50.08;45.53;73.04;105.86;18.85;98.72;43.56;38.54;21.44;168.04;38.49;164.84;22.14;61.11;48;32.275;76.13;92.96;32.85;27.1;22.205;19.19;64.3;60.92;42.84;85.01;18.9575;36.62;55.38;84.5;12391.25
22/02/2011;48.3729;44.29;70.93;102.01;18.59;100.32;42.65;37.16;20.82;162.94;38.09;161.95;21.81;60.65;46.01;31.88;75.7;92;32.34;26.59;21.8075;18.89;64.07;60.53;42.96;83.56;18.435;36;53.67;85.44;12212.79
23/02/2011;48.9457;43.44;70.23;100.02;18.4;102.27;42.13;36.02;20.37;163.09;37.3;160.18;21.15;60.39;45.96;31.955;75.19;90.26;32.09;26.59;21.5475;18.76;64.15;60.42;42.91;82.79;18.22;35.81;53.03;87.07;12105.78
24/02/2011;48.97;43.56;70.76;100.57;18.35;102.03;42.42;35.49;20.58;163.44;37.14;160.77;21.285;60.25;45.91;31.94;75.21;90.03;32.03;26.76;21.63;18.9;63.05;59.33;42.75;82.72;18.4775;35.58;52.09;85.97;12068.5
25/02/2011;49.7371;43.53;72.3;102;18.64;102.1;42.95;36.32;20.82;165.12;37.08;162.28;21.86;59.64;46.68;32.155;74.44;90.25;32.19;26.55;21.995;18.86;62.84;59.6;42.52;83.37;18.67;35.97;51.75;85.34;12130.45
28/02/2011;50.4586;43.57;72.01;102.93;18.56;103.75;43.74;37.16;20.92;163.78;37.47;161.88;21.47;61.44;46.69;31.96;75.68;92.23;32.57;26.58;22.2575;19.24;63.05;59.93;42.58;83.54;18.2625;36.92;51.98;85.53;12226.34
01/03/2011;49.93;43.15;70.12;99.86;18.58;102.9;42.99;36.14;20.25;161.31;36.76;160.01;21.4;60.69;45.6;32.455;74.89;90.46;32.46;26.18;21.925;19.14;62.74;59.22;42.45;82.08;18.175;36.02;52.07;84.8;12058.02
02/03/2011;50.3029;43.02;69.57;100.97;18.5;103.47;43.29;36.62;20.32;161.69;36.66;160.16;21.49;60.81;45.21;32.215;74.69;91.32;32.58;26.07;22.0825;19.19;62.41;58.81;43.56;82.05;18.4925;36.34;51.97;85.08;12066.8
03/03/2011;51.3657;44.3;71.71;104.25;18.53;104.19;44.07;37.89;20.75;164.49;37.55;163.48;21.79;61.05;46.08;32.785;76.24;92.81;33.1;26.2;22.46;19.77;62.55;59.05;44.79;83.85;18.9575;36.36;52.01;85.82;12258.2
04/03/2011;51.4286;43.72;71.8;103.04;18.42;103.75;43.55;37.52;20.37;161;37.22;161.89;21.58;61.06;45.52;32.605;76.03;92.19;33.06;25.97;22.47;19.66;62.03;59.18;44.45;82.86;18.6725;36.08;52.07;85.08;12169.88
07/03/2011;50.7657;43.71;70.88;102.13;18.2;103.01;43.02;37.26;20.38;159.15;36.87;159.93;21.21;60.4;45.19;32.61;76.29;92.4;32.83;25.72;22.23;19.61;61.71;58.96;43.56;82.28;18.5375;36.01;52.02;84.72;12090.03
08/03/2011;50.8129;45.24;72.04;104.13;18.23;103.7;43.2;38.29;20.61;161.3;37.04;162.28;21.14;60.71;46.42;32.82;75.55;93.75;32.97;25.91;22.2975;19.68;62.05;59.06;43.83;83.26;18.5425;36.48;52.44;84.6;12214.38
09/03/2011;50.3529;45.05;72.09;102.36;18.12;102.14;43.12;37.91;20.63;162.35;37.67;165.86;21.2;60.4;46.56;32.81;75.78;93.17;33.29;25.89;22.2375;19.66;62;59.4;44.49;82.89;18.4275;36.65;52.67;84.38;12213.09
10/03/2011;49.5186;44.02;71.29;98.39;17.91;99.08;42.47;36.82;20.1;160.27;37.07;162.02;20.79;59.61;45.53;32.645;76.68;90.01;32.9;25.4;22.045;19.35;61.49;58.52;43.79;80.92;17.85;36.4;52.65;81.38;11984.61
11/03/2011;50.2843;44.28;71.64;100.02;17.95;99.93;42.93;36.79;20.36;160.68;37.14;162.43;20.87;59.69;45.74;32.405;76.73;91.61;32.73;25.68;21.7925;19.47;61.49;58.88;43.59;81.28;18.1275;35.85;52.59;82.12;12044.4
14/03/2011;50.5086;43.91;70.74;102.1;17.85;100.8;42.24;36.61;19.92;158.43;36.68;161.39;20.84;59.13;45.3;31.97;75.67;91.02;32.38;25.69;21.5525;19.81;61.35;58.86;43.16;80.74;17.965;35.18;52.32;82.38;11993.16
15/03/2011;49.3471;43.64;69.69;100.75;17.39;101.23;41.62;35.96;19.61;157.25;36.29;159.02;20.18;58.48;44.61;31.515;75.12;89.5;31.86;25.39;21.3325;19.76;60.66;58.52;42.79;79.51;17.8;34.87;52.06;81.39;11855.42
16/03/2011;47.1086;42.36;67.69;100.4;17.04;99.51;40.6;35.16;18.93;154.38;35.68;153;19.82;57.66;43.81;30.8;73.38;87.55;31.08;24.78;21.205;19.3;59.73;58.05;41.86;78.33;17.74;34.3;51.38;79.31;11613.3
17/03/2011;47.8057;43.42;68.3;103.12;17;102.24;40.76;35.71;19.22;155.75;35.76;154.18;19.9;58.13;44.56;31.14;73.4;88.69;31.44;24.78;21.3525;19.88;60.43;58.68;42.27;79.49;17.8575;35.33;51.37;81.16;11774.59
18/03/2011;47.2386;44.17;69.1;105.06;17.14;102.8;41.23;35.85;19.25;159.96;36;155.89;19.93;58.57;45.74;31.35;72.99;88.98;31.91;24.8;19.3975;20.18;60.6;58.06;42.6;80.16;17.855;35.84;51.52;80.85;11858.52
21/03/2011;48.46;44.32;71.2;107.59;17.39;105.19;41.82;36.97;19.72;160.21;36.43;157.68;20.19;58.83;45.65;31.785;73.76;90.95;32.39;25.35;19.21;19.98;61.3;58.95;43.19;81.46;17.99;36.46;51.94;82.89;12036.53
22/03/2011;48.7429;44.75;71.85;106.79;17.45;105.23;41.44;36.73;19.49;160.79;36.29;158;20.15;58.79;45.47;31.755;73.87;90.7;32.53;25.295;18.8625;19.94;60.93;58.28;42.74;80.88;17.9;36.95;52;82.56;12018.63
23/03/2011;48.4557;45.02;72.72;106.76;17.58;105.48;42.24;36.7;19.53;159.53;36.62;159.53;20.29;58.72;45.6;32.135;74.53;92.14;32.63;25.54;19.305;19.92;60.91;58.43;42.75;81.86;17.9975;36.98;51.64;82.6;12086.02
24/03/2011;49.2986;45.59;72.76;108.37;17.36;105.38;42.86;36.76;19.78;159.91;37.36;160.04;20.38;59.03;45.73;32.345;74.93;92.58;32.72;25.81;19.1825;20.3;61.14;58.83;43.8;82.76;18.165;37.18;52.59;82.73;12170.56
25/03/2011;50.22;45.59;73.34;109.09;17.28;106.78;42.97;37.15;19.75;157.97;37.42;162.18;20.37;58.98;45.86;32.61;75.25;92.27;32.57;25.62;19.165;20.35;60.88;58.98;43.75;83.52;18.0225;37.29;52.35;83.62;12220.59
28/03/2011;50.0629;45.72;73.3;109.4;17.17;106.04;42.52;37.04;19.75;156.47;36.65;161.37;20.34;59.24;45.96;32.515;75;92.12;32.45;25.41;18.9725;20.27;60.66;58.91;43.87;83.47;18.1875;37.75;52.19;83.47;12197.88
29/03/2011;50.1371;45.65;73.62;110.54;17.44;107.37;42.94;37.24;19.86;158.47;37.7;162.88;20.28;59.22;46.02;32.86;75.37;92.84;32.78;25.49;19.09;20.38;61.28;59.26;44.48;84.12;18.05;38.29;52.26;83.25;12279.01
30/03/2011;49.8257;45.91;73.8;111.53;17.32;108.01;43.35;37.27;20.11;159.07;37.57;163.6;20.46;59.38;46.45;33.02;75.81;92.47;33.3;25.58;19.1875;20.34;61.97;59.39;45.4;84.23;18.5575;38.46;52.36;84.49;12350.61
31/03/2011;49.7786;45.2;73.93;111.35;17.15;107.43;43.09;37.75;20.05;158.47;37.06;163.07;20.17;59.25;46.1;33.175;76.09;93.5;33.01;25.36;18.925;20.31;61.6;59.48;45.2;84.65;18.405;38.54;52.05;84.13;12319.73
01/04/2011;49.2229;45.36;74.01;113.12;17.04;108.32;42.85;37.91;20.34;160.23;37.56;164.27;19.72;59.49;46.35;33.61;75.99;93.13;33.07;25.48;19.1325;20.38;62.08;59.71;45.61;85.32;18.555;38.47;52.13;84.68;12376.72
04/04/2011;48.7414;45.42;73.95;113.38;17.06;108.23;42.63;38.15;20.53;158.9;37.47;164.25;19.49;60.15;46.34;33.83;76.39;93.64;33.27;25.55;19.3525;20.54;62.26;59.63;45.6;85.23;18.81;38.61;52.65;84.87;12400.03
05/04/2011;48.4129;45.42;73.23;112.31;17.22;109.33;42.43;38.66;20.33;158.91;37.6;163.99;19.71;59.8;46.58;33.735;76.6;93.39;33.16;25.78;19.4825;20.45;61.67;59.13;45.09;85.4;18.905;38.38;52.74;85.42;12393.9
06/04/2011;48.2914;46.28;73.72;111;18.07;108.66;42.27;38.49;20.55;161.89;37.5;164.04;19.95;59.66;47.64;33.815;76.72;93.82;33.35;26.15;19.6675;20.29;61.76;59.94;44.96;85.66;19;37.85;52.98;85.18;12426.75
07/04/2011;48.2971;46.16;74.29;109.85;17.91;108.94;42.04;38.33;20.35;162.4;37.83;164.38;20.03;59.48;47.4;33.72;76.01;93.19;33.33;26.2;19.5225;20.33;62.13;59.79;44.43;85.36;19.1025;37.76;53;85.76;12409.49
08/04/2011;47.8657;46.28;73.47;109.82;17.65;109.66;41.76;38.52;20.19;160.96;37.46;164.05;20.02;59.46;46.84;33.635;76.04;93.22;33.67;26.07;19.3475;20.46;61.9;59.58;44.38;84.81;19.18;37.72;52.54;85.95;12380.05
11/04/2011;47.2857;46.38;73.76;109.07;17.49;107.78;41.89;37.76;20.18;161.47;37.6;163.95;20.12;59.86;46.86;33.7;76.25;93.8;33.59;25.99;19.5325;20.67;62.19;60.42;44.32;84.98;19.4275;37.85;52.82;85.16;12381.11
12/04/2011;47.4857;46.02;73.08;106.57;17.44;104.18;41.63;36.96;20.01;160.42;37.76;163.25;19.76;59.94;46.64;33.45;76.66;92.37;33.56;25.64;19.55;20.46;62.89;59.69;44.81;83.98;19.2575;37.64;53.52;83.18;12263.58
13/04/2011;48.0129;46.1;72.13;107.63;17.25;103.81;41.7;36.7;19.94;160.17;37.67;163.95;19.78;59.6;46.25;33.64;76.89;92.86;33.47;25.63;19.8525;20.46;62.99;59.93;44.33;84.21;19.375;37.69;53.63;83.16;12270.99
14/04/2011;47.4386;45.88;72.3;107.58;17.17;104.88;41.02;36.93;20;155.79;37.84;164.97;19.58;60.02;44.97;34.155;77.07;92.94;33.86;25.4;20.02;20.49;63.3;59.63;44.82;83.98;19.0775;37.71;53.5;83.44;12285.15
15/04/2011;46.78;46.25;72.6;107.21;17.03;106.24;41.52;37.78;20.04;155.13;38.17;166.21;19.75;60.56;44.89;34.005;77.38;92.82;34.51;25.38;19.6825;20.53;64.18;59.8;44.98;83.45;19.1175;37.85;53.55;84.29;12341.83
18/04/2011;47.4071;46.06;72.79;103.9;16.73;104.5;41.2;37.01;19.98;153.78;37.76;165.94;19.65;60.46;43.96;33.655;77;91.45;33.93;25.1;19.645;20.4;64;59.01;43.55;81.7;18.92;37.31;53.31;83.1;12201.59
